b;0;0,1560888;0,1724491;0,0585959;0,1371402;0,1631827;0,09143901;0,1896715;
b;0;0,2085239;0,2009662;0,02795935;0,02492201;0,3168316;0,06298709;0,130753;
b;0;0,05314416;0,09607637;0,03727448;0,08388174;0,07752514;0,03059125;0,02183604;
b;0;0,02839899;0,02620208;0,1501231;0,5851836;0,1548491;0,3023798;0,08219624;
b;0;0,007784486;0,02869284;0,09828067;0,03372335;0,0523982;0,1087191;0,1169372;
b;0;0,004037976;0,002964377;0,08068299;0,0347532;0,119936;0,1704557;0,1286082;
b;0;0,01945102;0,0006203055;0,175135;0,1528097;0,1846137;0,2331102;0,2381759;
b;0;0,04551077;0,003881097;0,06248808;0,03672886;0,001317978;0,04727721;0,02853274;
b;0;0,00808543;0,00775224;0,06885636;0,01743889;0,07188749;0,196048;0,05282354;
b;0;0,03190196;0,02793652;0,1257708;0,1500531;0,2023048;0,3007302;0,3085833;
s;0;0,05473834;0,001251757;0,05456424;0,01378286;0,04022241;0,2441607;0,1246819;
s;0;0,07234201;0,004370034;0,1238132;0,1547624;0,2180295;0,04549456;0,1104341;
s;0;0,02385497;0,06511724;0,02893722;0,0209744;0,01289725;0,2145152;0,2725012;
s;0;0,06895229;0,07917321;0,1596444;0,1639392;0,1688194;0,3725722;0,4048948;
s;0;0,002076209;0,1683821;0,08883333;0,3406769;0,4067543;0,1787815;0,2197905;
s;0;0,05286348;0,1733008;0,2431393;0,3927635;0,3580353;0,2037902;0,3184588;
s;0;1,307247;1,301038;0,9457768;1,069917;1,039925;0,8403983;0,8832097;
s;0;0,1555504;0,3300101;0,1002303;0,1829349;0,5843616;0,3515811;0,3915586;
s;0;0,07111037;0,1200522;0,08583295;0,4164236;0,2401272;0,5158496;0,5747352;
s;0;0,008230209;0,05125713;0,05155075;0,1018928;0,09247732;0,1583076;0,1359839;
s;0;0,0182735;0,1078814;0,1518171;0,2279588;0,2224584;0,04649115;0,09077454;
