b;0;0,04450566;0,02341205;0,1277457;0,4365811;0,5707737;0,692733;0,325139;0,1870408;0,2416992;0,3317399;0,3741314;0,2767878;0,3017573;0,3158846;0,2225046;
b;0;0,003876686;0,006002486;0,0623095;0,06501186;0,09581327;0,02942419;0,0693078;0,02651525;0,005115509;0,003811121;0,3345709;0,6229944;0,547009;0,4643111;0,5603495;0,148335;0,4795384;0,9224281;0,7594075;0,7322612;0,9606705;1,338971;1,701941;1,745101;1,663589;
b;0;0,02184355;0,05429322;0,05775785;0,007892728;0,03594923;0,2510774;0,3464763;0,3061142;0,2239423;0,2045691;0,1850648;0,04702616;0,9046559;0,9672647;1,112838;0,6679454;1,099512;1,570762;1,360064;1,232902;1,31004;1,560324;2,151416;1,916471;1,836354;
b;0;0,04375538;0,04911852;0,08221197;0,2284986;0,2195415;0,5386794;0,555805;0,4888604;0,4065301;0,3599122;0,3923278;0,6472068;0,8264465;0,7943749;0,8875427;0,8051701;0,8565364;0,7648158;0,604084;1,118069;1,193443;0,9368525;1,018359;0,8322773;0,8803692;
b;0;0,06776008;0,09036285;0,1360056;0,00424087;0,08351493;0,05275846;0,1016812;0,03698826;0,0417676;0,05667353;0,04618263;0,2656989;0,2605753;0,2242017;0,4198117;0,5389032;0,6383042;0,6266875;0,4917965;0,9045138;0,9848652;0,7301226;0,834959;0,6546936;0,6249342;
b;0;0,2865899;0,2551292;0,1768552;0,2835385;0,25212;0,5625603;0,5847075;0,5464571;0,4664874;0,4574802;1,081388;0,8771758;0,7809043;1,105617;1,229357;0,8155775;0,8417993;0,7766719;1,05827;0,9620285;1,021671;0,7407303;0,8194132;0,9702787;0,9417295;
b;0;0,07299727;0,1327578;0,09082115;0,1342415;0,1046493;0,3816929;0,3988249;0,328341;0,2179613;0,1502614;0,127696;0,7942023;0,6745615;0,5884337;1,268758;0,878469;0,8755727;0,8085032;0,6676817;0,99191;1,068041;0,8339014;1,240001;0,9977417;0,9130869;
b;0;0,09708962;0,1520893;0,2489041;0,04782617;0,1321187;0,142765;0,1892874;0,1473327;0,08778715;0,1709192;0,6779537;0,4399133;0,3372741;0,2803645;0,7630944;0,3801508;0,3815365;0,6827488;0,474834;0,3276892;0,3318791;0,02300882;0,6086264;0,4274769;0,4226055;
b;0;0,5991108;0,572109;0,5776145;0,6356193;0,5552397;0,6922143;0,7167614;0,6539471;0,5501707;0,4861033;0,8584104;0,5734572;0,4255128;0,3157496;0,7754335;0,3884254;0,3855472;0,270288;0,3684545;0,4266529;0,4573641;0,1778016;0,2068033;0,2781401;0,3274155;
b;0;0,06716162;0,1238912;0,0219034;0,02280247;0,07902932;0,121515;0,1657476;0,1002584;0,01890373;0,00398016;0,5476236;0,2630677;0,1627717;0,1297393;0,7354283;0,3471146;0,3688889;0,3035126;0,4768739;0,4548941;0,5103316;0,2555504;0,6835012;0,5754986;0,6215677;
s;0;0,02198854;0,07808769;0,2266817;0,4067268;0,4134386;0,6660271;0,7216136;0,53058;0,5366101;0,5544226;0,5232408;0,7603576;0,8356404;0,9222574;0,8551865;0,9669771;0,7441101;0,5839586;0,6408072;0,7405701;0,5856338;0,79143;0,6362333;0,7988305;0,7823529;
s;0;0,1052939;0,2522168;0,1771085;0,2011212;0,2180607;0,06928015;0,1380372;0,3231368;0,3161106;0,301317;0,2530365;0,007409573;0,08552265;0,172586;0,1272893;0,2892365;0,2417359;0,08600473;0,07165051;0,1462493;0,008815765;0,04565048;0,1599584;0,001350403;0,02858353;
s;0;0,06955808;0,1015865;0,1254027;0,2525357;0,2792631;0,5041919;0,4347658;0,2689836;0,3468833;0,4097152;0,3997638;0,6340542;0,7046762;0,77005;0,6778731;0,8196354;0,5969987;0,5861206;0,6455755;0,6215801;0,5163465;0,7249069;0,5448694;0,6580062;0,6663065;
s;0;0,04457766;0,08006954;0,463767;0,3633894;0,2643622;0,4141512;0,3685355;0,2033269;0,2364507;0,2786109;0,2997108;0,5632515;0,6403623;0,6503029;0,5083385;0,9744039;0,5010324;0,3642974;0,3259234;0,3507433;0,322639;0,2294674;0,05169678;0,1606302;0,166522;
s;0;0,01164311;0,1589708;0,004557014;0,006940603;0,02400136;0,2250233;0,2580137;0,01788616;0,02416658;0,01730585;0,06064939;0,2934318;0,4195056;0,4533353;0,3823199;0,3390465;0,06025171;0,000374794;0,058218;0,1058502;0,05124855;0,331275;0,1522837;0,3140264;0,3479147;
