b;0;3,442208;6,532995;1,320483;1,709242;1,673402;1,524955;1,691496;
b;0;0,02294648;0,07222688;0,1643814;0,3303972;0,244101;0,5150878;0,5059698;
b;0;0,07564211;0,09597516;0,1222184;0,2779406;0,2932682;0,5235476;0,493072;
b;0;0,1009669;0,09322745;0,141876;0,2601625;0,2019277;0,4472029;0,4122884;
b;0;0,02461728;0,04072887;0,0574888;0,1726533;0,0627234;0,2360082;0,2286329;
b;0;0,02487934;0,06384343;0,1325012;0,3064378;0,2482061;0,5217299;0,4874647;
b;0;0,02665406;0,1169644;0,1359016;0,3042845;0,2939548;0,4162207;0,3819029;
b;0;0,02312618;0,04318881;0,06912434;0,1904613;0,1847918;0,287643;0,203428;
b;0;0,01651099;0,006800532;0,03026092;0,211399;0,1286922;0,5153682;0,5106611;
b;0;0,0172435;0,05311072;0,2530001;0,4744796;0,4180853;0,642421;0,585392;
s;0;0,04890233;0,112745;0,2212377;0,482087;0,3065684;0,5355186;0,5135593;0,5758355;
s;0;0,03096062;0,1026873;0,2554711;0,5354083;0,3655542;0,5937238;0,5484397;
s;0;0,0240702;0,09053266;0,2448707;0,5549999;0,3350182;0,5866919;0,566824;
s;0;0,02399242;0,040528;0,319813;0,6288196;0,3439308;0,6518841;0,6623521;
s;0;0,02721548;0,1182633;0,1635681;0,001788735;0,01421523;0,1696575;0,1289022;
s;0;0,004992008;0,07089031;0,2605498;0,5411084;0,3202423;0,549355;0,5086443;
s;0;0,03128785;0,04985428;0,3075889;0,5901154;0,4014785;0,6251216;0,5822952;
s;0;0,0264791;0,01198584;0,3705832;0,67477;0,4261292;0,6543362;0,6353908;
s;0;0,02522039;0,01625091;0,3122995;0,6155308;0,3706318;0,6458957;0,6298134;
s;0;0,0517987;0,06636548;0,2432289;0,5540392;0,2888641;0,4929299;0,4249628;
