b;0;0,1053202;0,2023095;0,001280427;0,08213198;0,1309965;0,1925042;0,3662763;0,4062552;0,4835055;0,625602;0,7603922;0,8329816;0,9145079;
b;0;0,03310931;0,1313312;0,1178727;0,2212027;0,2469525;0,3340006;0,4892519;0,5765173;0,6519563;0,6913569;0,7506962;0,8312497;0,863584;0,8825216;1,052331;
b;0;0,01907739;0,02763808;0,008262634;0,139171;0,1649215;0,2770352;0,4041173;0,4189045;0,4174743;0,4048321;0,33673;0,226685;0,5921397;0,7092323;0,8783402;
b;0;0,04637483;0,0001173615;0,02541852;0,05002689;0,07354212;0,2048097;0,3484635;0,3531933;0,3205826;0,3066027;0,2095785;0,02714872;0,4958353;0,6177092;0,841536;
b;0;0,01907784;0,05302942;0,03173673;0,08568013;0,109385;0,1920466;0,2646568;0,3581798;0,359587;0,3448226;0,2727351;0,03850937;0,4731498;0,4375615;0,5353618;
b;0;0,04331619;0,01670986;0,06047344;0,02763247;0,02655554;0,08616614;0,185004;0,2248511;0,2483189;0,2584589;0,3683367;0,4614911;0,4159532;0,3562617;0,4512768;
b;0;0,01741341;0,005729914;0,03965485;0,01040483;0,0143249;0,1500301;0,2444837;0,2778187;0,2220798;0,207186;0,1657982;0,184936;0,1882472;0,2574601;0,4276609;
b;0;0,03420907;0,1870224;0,1898454;0,2450804;0,1905153;0,302489;0,3478899;0,3069406;0,2548912;0,2437456;0,276001;0,3261027;0,2757096;0,2465158;0,4193258;
b;0;0,01959532;0,0274626;0,0189867;0,01473141;0,04187298;0,016047;0,08773851;0,07219744;0,04604959;0,131556;0,2426853;0,2370238;0,1616197;0,1286931;0,2503166;
b;0;0,04688662;0,0249992;0,01488256;0,01546729;0,007266283;0,1096778;0,1803646;0,1643236;0,1369526;0,149636;0,1607423;0,2096581;0,1810575;0,1440144;0,3139219;
s;0;0,006030798;0,1022939;0,07677281;0,1214694;0,1160164;0,03739882;0,007917404;0,1655834;0,2065587;0,2930171;0,2956753;0,08469152;0,08514166;0,0750289;0,2470713;
s;0;0,2137597;0,3867488;0,005439758;0,2291306;0,2129788;0,1407938;0,1302061;0,6312592;0,6275618;0,6897786;0,6718345;0,4375911;0,3602185;0,3250046;0,4941049;
s;0;0,130803;0,1999187;0,04441535;0,2490817;0,243937;0,1212053;0,2692623;0,404536;0,4543698;0,562815;0,616828;0,4555364;0,4275208;0,445694;0,6616659;
s;0;0,1079369;0,1766353;0,02405751;0,1752797;0,2442658;0,2463892;0,4663367;0,6276586;0,7996991;0,9607718;0,9906182;0,8305287;0,7558527;0,7431879;0,918314;
s;0;0,1858251;0,4050618;0,2783083;0,4393145;0,8931332;0,7959917;1,09769;1,314185;1,586463;1,878588;1,935431;1,87766;2,034937;2,203448;2,602063;
s;0;0,2090508;0,3080219;0,1319509;0,334139;0,380147;0,4067938;0,5845594;0,8468034;0,9668252;1,176257;1,203816;1,076145;1,051448;1,039989;1,25441;
s;0;0,2610664;0,3080789;0,020154;0,1044699;0,1513238;0,06928945;0,02646136;0,06090069;0,05769038;0,09217191;0,04703951;0,1597152;0,2091165;0,2170978;0,04049778;
s;0;0,1803133;0,2452019;0,01274192;0,1893452;0,5802364;0,3784456;0,4228609;0,4295216;0,4046295;0,4161651;0,4213648;0,2613239;0,2114296;0,2005324;0,4196978;
s;0;0,2342155;0,3290663;0,2252051;0,01976061;0,3960481;0,2453113;0,3630626;0,5237672;0,6468089;0,7799509;0,8859563;0,6827068;0,634285;0,6531086;0,8244586;
