b;0;0,03198701;0,1330185;0,08808267;0,09195149;0,0877192;0,06982636;0,08699775;0,09549308;0,1957672;0,1870804;0,42699;0,6565495;1,071561;0,9855723;1,236714;0,850769;0,8749661;1,014794;0,9327664;1,013115;1,348506;1,094353;1,307404;1,177416;1,096025;
b;0;0,06127977;0,137654;0,04722548;0,02192044;0,07295823;0,01688051;0,002432346;0,06337357;0,01270461;0,1034818;0,07203341;0,4852777;0,1462312;0,1559997;0,2275543;0,01699114;0,3020082;0,2673631;0,1657166;0,2709112;0,4503613;0,5280991;0,6356573;0,5015259;0,6226778;
b;0;0,005917192;0,1506729;0,08202958;0,00698328;0,151607;0,1662867;0,04411936;0,05823374;0,09133315;0,02568126;0,04439497;0,07588148;0,3033004;0,2694016;0,5456476;0,07973719;0,2558994;0,3139005;0,4298487;0,3031201;0,5822191;0,4564667;0,7156725;0,4544649;0,5791378;
b;0;0,01132554;0,08753544;0,03761435;0,1357303;0,1204801;0,1267054;0,07356691;0,207397;0,4583611;0,3893516;0,3444395;0,24156;0,091887;0,1379104;0,4905686;0,3596897;0,5092082;0,4698906;0,435605;0,3886685;0,7257953;0,7248869;1,140604;0,9809628;1,125012;
b;0;0,1121502;0,187885;0,0944196;0,2466542;0,2686129;0,2237022;0,1946571;0,3872044;0,4356828;0,4728963;0,5562525;0,4550223;0,5063672;0,8092966;1,467622;1,027605;1,254048;1,340586;1,463325;1,624152;1,628575;1,555835;1,813072;1,839459;1,911532;
b;0;0,02996606;0,07797647;0,04665267;0,1195848;0,1477115;0,03595686;0,3183668;0,2798243;0,3036096;0,4461992;0,4598927;0,3272386;0,5348086;0,7080841;1,163144;0,6971989;1,022272;1,264118;1,055292;1,234916;1,854862;1,731501;1,813279;1,816826;1,790005;
b;0;0,05941516;0,1599106;0,1345828;0,0531224;0,025424;0,1705513;0,1507823;0,06120086;0,07002974;0,08199;0,08793974;0,04345512;0,2714477;0,317781;0,745574;0,2826061;0,5465765;0,659894;0,8094869;0,6340976;0,9406691;0,8153572;1,045222;0,7550125;0,924324;
b;0;0,05580586;0,1304104;0,02694988;0,02400494;0,03456306;0,08572173;0,03129792;0,1420121;0,3129108;0,2462289;0,2276893;0,09649849;0,1529264;0,2191453;0,5702467;0,2585735;0,5128307;0,3956132;0,3850899;0,4118171;0,5136752;0,6132956;0,9191236;0,7076693;0,8017845;
b;0;0,03354639;0,05389076;0,1247212;0,198838;0,04382706;0,215661;0,1552274;0,4965115;0,3648291;0,502414;0,5608315;0,4018836;0,3982606;0,7429891;0,7873254;0,5196996;0,6961145;0,97855;0,7402859;0,7447147;0,9726906;0,891572;1,070894;0,8840466;1,118089;
s;0;0,05502254;0,147607;0,2439278;0,3892697;0,432857;0,487138;0,4547317;0,6983409;0,7482064;0,8335874;0,8857565;0,7279725;0,7289553;0,7470169;0,8914437;0,9889746;1,138611;1,254333;1,149757;1,072621;1,129813;0,9517174;1,157172;1,047183;1,0423;
s;0;0,003408313;0,07994819;0,05688548;0,1358649;0,1594322;0,1373005;0,1034236;0,2932787;0,3374529;0,3774879;0,3814635;0,2232218;0,252739;0,3473754;0,442205;0,364234;0,4905257;0,5555649;0,4441118;0,3952508;0,5263596;0,3453493;0,5254107;0,3918839;0,4075031;
s;0;0,1989111;0,131142;0,0369041;0,08175933;0,2001431;0,200357;0,2416646;0,4487929;0,4728787;0,5588977;0,592032;0,456181;0,4287519;0,5409527;0,6322608;0,5440445;0,764256;0,9499269;0,9426489;0,916543;1,044626;1,137724;1,44486;1,387237;1,429927;
s;0;0,01217759;0,1378728;0,1872313;0,2393287;0,2855697;0,2438924;0,2352479;0,4454663;0,4690175;0,5032523;0,5591459;0,4265924;0,4288683;0,4962411;0,5914445;0,6063309;0,8105006;0,8496208;0,8177624;0,8211584;1,023316;1,131623;1,314079;1,203629;1,225782;
s;0;0,02944887;0,1536934;0,09841692;0,188409;0,2323096;0,1567693;0,1221149;0,3278444;0,370765;0,5282958;0,5074234;0,3476148;0,2967186;0,3142347;0,4336252;0,2987919;0,4989786;0,5325341;0,4448605;0,4723372;0,6302948;0,6770601;0,8881931;0,755477;0,7536116;
s;0;0,03175175;0,1025315;0,05874443;0,0848738;0,1814137;0,08334374;0,02346468;0,2352552;0,256274;0,5177939;0,5000463;0,3477397;0,3800678;0,4718485;0,5407662;0,4294815;0,5563011;0,5923114;0,5115981;0,4413571;0,5716062;0,3696003;0,5722599;0,437396;0,4571428;
s;0;0,03060752;0,1279865;0,06041956;0,1633857;0,1591208;0,0881927;0,05692458;0,2670698;0,2614758;0,3226526;0,3275919;0,1448669;0,1152678;0,2241197;0,3432622;0,2545686;0,4555655;0,4883537;0,3800516;0,3054948;0,4585495;0,2757602;0,4822168;0,348177;0,3691597;
s;0;0,02686352;0,1179758;0,1236243;0,1989845;0,2167754;0,1417503;0,1121855;0,3277216;0,3487556;0,4095581;0,4405851;0,2836409;0,2338033;0,2475138;0,3939624;0,3056135;0,4550886;0,4914088;0,385241;0,3352213;0,4940395;0,3174658;0,5011587;0,3185396;0,3657064;
s;0;0,0323742;0,1050328;0,08428752;0,11107;0,1340308;0,03781271;0,02808428;0,2663584;0,3416452;0,4265258;0,4095321;0,2459989;0,2206478;0,2090311;0,351182;0,2680068;0,416028;0,4287949;0,344686;0,3010983;0,4336019;0,2308269;0,4108057;0,2727013;0,2932138;
