b;0;0,1069602;0,3731673;0,6732534;0,4186229;0,6913385;0,5190227;1,953486;
b;0;0,11381;0,1843857;0,5035501;0,9273344;1,001521;1,155157;1,327808;
b;0;0,08120769;0,2271811;0,3321984;0,5114056;0,5064392;0,8910792;1,01181;
b;0;0,02768469;0,1180397;0,3200314;0,5147744;0,5054169;0,8068566;0,8988094;
b;0;0,1406704;0,2900362;0,3959157;0,5297507;0,5316207;0,7188756;0,8674965;
b;0;0,0582878;0,185384;0,3631655;0,575528;0,6196005;0,7607329;0,9835823;
b;0;0,1083992;0,2793294;0,4468268;0,3122104;1,668089;1,569073;1,611324;
b;0;0,1305802;0,3983681;0,567753;0,3875707;0,9956219;1,434299;1,607239;
b;0;0,08008295;0,1655501;0,4218361;0,7035381;0,7474997;0,9345694;1,07958;
b;0;0,05542004;0,09989315;0,9056433;1,108847;1,123965;1,278049;1,37514;
s;0;0,01502877;0,01872915;0,3721876;0,7293092;0,4026725;0,572686;0,5787802;
s;0;0,02853191;0,04687107;0,3351394;0,1918372;0,1001754;0,3538296;0,359282;
s;0;0,008681059;0,002702177;0,01943576;0,02646828;0,0715282;0,1793883;0,159519;
s;0;0,03233898;0,00610745;0,3248608;0,1694595;0,1467769;0,3734334;0,3814824;
s;0;0,004792929;0,002321839;0,3471158;0,2976828;0,1991959;0,4718659;0,4793484;
s;0;0,09743071;0,1753004;0,5786648;0,2636359;0,3179955;0,5904727;0,62114;
s;0;0,05708855;0,05377352;0,2766855;0,1970017;0,1975348;0,3970528;0,377192;
s;0;0,02933055;0,0002236962;0,4067387;0,6848081;0,4852641;0,6125181;0,6201024;
s;0;0,01718819;0,0479055;0,2530264;0,2090096;0,1939366;0,3957934;0,4290657;
s;0;0,1068643;0,1246259;0,1032203;0,005343556;0,0171597;0,1877851;0,1660266;
s;0;2,049639;2,172359;1,819036;1,535792;1,731712;1,634276;1,627466;
