b;0;0,03110319;0,07163996;0,1208246;0,1955515;0,1640034;0,2669508;0,3372605;
b;0;0,03048921;0,02834237;0,02512717;0,07871532;0,1603825;0,07937694;0,009080887;
b;0;0,09471491;0,04774511;0,07493973;0,002375007;0,08149123;0,03958559;0,1101921;
b;0;0,007069468;0,05338496;0,03116941;0,05669177;0,000276804;0,007321835;0,02615476;
b;0;0,008476317;0,05356938;0,01697278;0,03923428;0,06844425;0,03434014;0,01561165;
b;0;0,01820454;0,02503717;0,1017625;0,07836139;0,08064079;0,07829404;0,08538961;
b;0;0,005768359;0,07389027;0,02718842;0,02984798;0,0618782;0,08402491;0,09446883;
b;0;0,02929509;0,05185592;0,1238812;0,05064368;0,05740547;0,03709245;0,02149796;
b;0;1,116374;1,158495;1,155543;1,176237;1,119005;1,145993;1,18811;
b;0;0,0186089;0,03114343;0,0765965;0,08368361;0,06660318;0,00946331;0,0004031658;
s;0;0,005235374;0,001814127;0,0518446;0,00494051;0,03498292;0,2363272;0,2934017;
s;0;0,0235455;0,01769608;0,008858442;0,04267454;0,01652765;0,1811898;0,2637908;
s;0;0,02012178;0,02663392;0,05806196;0,1056942;0,07653594;0,1517506;0,2108903;
s;0;0,03749928;0,02352923;0,007447481;0,06985199;0,04218602;0,1587977;0,2165439;
s;0;0,0175876;0,005043566;0,05479443;0,0774492;0,05024695;0,1743364;0,2045798;
s;0;0,004044592;0,04836851;0,1212747;0,2697922;0,239692;0,01374364;0,0444181;
s;0;0,002296746;0,09187257;0,1129793;0,1865748;0,1546543;0,05043793;0,08106565;
s;0;0,019045;0,05278587;0,03126645;0,05919337;0,05628967;0,143554;0,1986706;
s;0;0,007326066;0,05648106;0,01365948;0,06119156;0,01181555;0,2355464;0,2924018;
s;0;0,006081283;0,04929608;0,02488661;0,07106888;0,0651772;0,1590908;0,1914954;
