b;0;2,211092;2,485085;2,154571;2,329095;2,632678;2,430709;2,398562;
b;0;0,2840042;0,2794801;0,2011495;0,2977718;0,2910361;0,2883301;0,4090862;
b;0;0,2112082;0,2047842;0,3009077;0,4218742;0,3892992;0,4168077;0,5367124;
b;0;0,1891859;0,1882019;0,4562962;0,4816841;0,4526939;0,6055851;0,6514843;
b;0;0,1047491;0,09750456;0,0981195;0,09302628;0,08720541;0,09216261;0,1656942;
b;0;0,2320507;0,223956;0,2910918;0,3615195;0,2784619;0,4561527;0,4461308;
b;0;4,212894;4,40608;4,105227;4,33027;4,561276;4,309403;4,639594;
b;0;0,1643341;0,1618142;0,2897949;0,2350303;0,1520164;0,2525387;0,1954346;
b;0;0,1801706;0,1519914;0,3379959;0,4234411;0,3667219;0,3961406;0,387969;
b;0;0,08200574;0,08157283;0,16433;0,2134434;0,1333082;0,1848264;0,1527212;
s;0;0,0299238;0,02223748;0,04538488;0,04792285;0,06412315;0,08434081;0,04080129;
s;0;0,05564183;0,1297972;0,1368161;0,2164501;0,2391462;0,04466605;0,1180146;
s;0;0,3086593;0,5084203;0,3818979;0,4318904;0,3778925;0,2787809;0,3238473;
s;0;0,06001502;0,1062793;0,1381962;0,1932501;0,2463291;0,09622478;0,143048;
s;0;0,09653074;0,1012293;0,43072;0,2801505;0,1628034;0,1628652;0,1966424;
s;0;0,1066886;0,2251778;0,1973957;0,1606678;0,2279949;0,07774925;0,09630966;
s;0;0,05648363;0,1276616;0,08168912;0,06033206;0,2107332;0,06401181;0,05988932;
s;0;0,05335009;0,1504084;0,09556067;0,1490508;0,1169059;0,1071208;0,03528523;
s;0;0,1077372;0,1503212;0,1471972;0,2268082;0,2695534;0,218586;0,2129359;
s;0;0,05332512;0,1189622;0,1352828;0,1603299;0,2333231;0,2087216;0,1498995;
s;0;0,004112959;0,08000302;0,03760052;0,09010279;0,1086309;0,09011531;0,02020192;
