b;0;0,1073037;0,2043995;0,1856911;0,3945831;0,3661349;0,2152662;0,1816902;0,4555354;0,5496085;0,5823953;0,5856342;0,2467833;0,4768233;0,4680371;0,6360884;0,2455935;0,8254089;0,9626923;0,881547;0,8086367;0,9399385;0,8406324;1,205249;1,200212;1,223392;
b;0;0,008699358;0,08044863;0,006265283;0,088853;0,004977465;0,1528845;0,1852143;0,008150101;0,1297221;0,08592725;0,1188993;0,1400905;0,1369972;0,06308651;0,3939238;0,04558468;0,3546834;0,3941922;0,3373637;0,3667216;0,5498943;0,3241062;0,7371368;0,679554;0,6745977;
b;0;0,05350894;0,0968191;0,119962;0,2150673;0,2311366;0,03125024;0,02204871;0,3605018;0,4848413;0,472297;0,4550457;0,1947093;0,1451688;0,2941785;0,3640428;0,2573986;0,2842736;0,373486;0,2914181;0,2666664;0,3966804;0,1688356;0,429987;0,4497604;0,4192076;
b;0;0,05708635;0,1293096;0,05780232;0,1619667;0,1844947;0,03668118;0,007879019;0,1995742;0,09328008;0,1553988;0,1613421;0,03211546;0,1341743;0,1719327;0,2438703;0,08794546;0,2668228;0,2768483;0,1947351;0,1975942;0,3827753;0,3860884;0,5434256;0,4876537;0,4315176;
b;0;0,06249672;0,1097859;0,0308013;0,1817812;0,1309481;0,03711867;0,07006454;0,2313983;0,3327296;0,4021928;0,3385983;0,05578613;0,03228951;0,263483;0,4873486;0,09866381;0,5202103;0,6330709;0,5574012;0,4941216;0,5284228;0,6190643;0,9105301;0,9084806;1,033007;
b;0;0,06131923;0,1618373;0,2468983;0,4094785;0,4840548;0,3668196;0,3363316;0,6279385;0,6521156;0,7154663;0,6968155;0,464891;0,4730449;0,5952072;0,6918387;0,4829607;0,6914859;0,7018991;0,621099;0,6021175;0,7088652;0,8606281;1,145623;1,019249;0,9927101;
b;0;0,006325305;0,1016937;0,1069168;0,2162243;0,1890094;0,0172677;0,01028609;0,05766559;0,06167984;0,09241486;0,1917248;0,08825779;0,03383064;0,08871174;0,2121291;0,1312518;0,2340641;0,3201027;0,2588935;0,1322265;0,3352723;0,5375977;0,7173519;0,6064367;0,5737858;
b;0;0,0881483;0,08424717;0,06232166;0,09985697;0,04635501;0,06812549;0,09680653;0,1215847;0,2201924;0,3061326;0,187891;0,1227565;0,1188412;0,07844734;0,3012195;0,1141763;0,1641822;0,3827558;0,4022088;0,3042502;0,3333673;0,4928141;0,8533525;0,6712523;0,927619;
b;0;0,1139914;0,2666566;0,2975366;0,2794241;0,305393;0,1334598;0,1079531;0,1738939;0,222569;0,2390974;0,144845;0,1421952;0,09341478;0,2410569;0,3885994;0,02680635;0,2543273;0,2414541;0,2335682;0,2126827;0,4478126;0,1920195;0,6293764;0,4485159;0,6018085;
s;0;5,90119;5,993234;5,913523;5,963976;5,956963;5,756163;5,827884;5,688053;5,708082;5,740852;5,798013;5,584651;5,534297;5,494126;5,685953;5,218709;5,436544;5,46794;5,357737;5,306284;5,410378;5,180068;5,433778;5,269263;5,260213;
s;0;0,002492547;0,150993;0,07893848;0,09707701;0,09501433;0,03214884;0,01464844;0,1324644;0,03501701;0,002467394;0,04984951;0,1624627;0,1883173;0,225965;0,06028605;0,5270386;0,2766581;0,2441602;0,3523469;0,4496703;0,3156176;0,5183067;0,3390517;0,448936;0,4567308;
s;0;0,006775856;0,1222403;0,04115248;0,01836586;0,0690527;0,1072454;0,03456378;0,1516609;0,1063304;0,07116795;0,06027937;0,2721224;0,2979798;0,3360133;0,164897;0,6084366;0,4049006;0,3456206;0,4535623;0,5285902;0,4206138;0,6241908;0,4433169;0,5770636;0,6058993;
s;0;0,02396691;0,1401001;0,1112224;0,1852151;0,1827128;0,1939063;0,1612015;0,3271697;0,3513734;0,5693452;0,5555563;0,450491;0,3744626;0,3906918;0,5120296;0,04788637;0,331068;0,3670821;0,2348409;0,1593714;0,3157897;0,1086988;0,3173552;0,1862373;0,1833067;
s;0;0,007386267;0,0801059;0,0760982;0,1027237;0,07463717;0,001340151;0,01592255;0,202065;0,342932;0,5792701;0,5321603;0,3437653;0,3219333;0,2859802;0,3812757;0,3495917;0,6056585;0,7389469;0,6269031;0,4967537;0,651073;0,3970938;0,6272593;0,5168238;0,4593191;
s;0;0,06063187;0,1576462;0,1335806;0,1505073;0,167789;0,04373837;0,08973336;0,2019887;0,2968993;0,5132921;0,5245414;0,3680873;0,3236861;0,2659388;0,3889165;0,07891369;0,1025362;0,1367741;0,03023815;0,04545355;0,05622435;0,187943;0,08355808;0,09633636;0,1766958;
s;0;0,02503252;0,06683314;0,01779854;0,04156387;0,03791595;0,08167338;0,08545589;0,250736;0,1782837;0,1658318;0,1606467;0,3927975;0,4147406;0,4690285;0,3226638;0,813385;0,5798187;0,5874367;0,659534;0,7540565;0,6849575;0,9003696;0,7039113;0,8821907;0,8992372;
s;0;0,05467343;0,1460859;0,1655166;0,2381338;0,2019312;0,0001218319;0,06905866;0,07520866;0,009991884;0,02552247;0,007175922;0,2013087;0,2532706;0,2897096;0,1248412;0,5683579;0,3409886;0,3081708;0,3941698;0,4457912;0,3398509;0,549417;0,3450265;0,4547024;0,5124202;
s;0;0,03334498;0,1046206;0,1246163;0,2007114;0,1677272;0,04065704;0,05763459;0,0608387;0,04404283;0,01480389;0,01284552;0,1958699;0,2218409;0,2586536;0,09256887;0,5614157;0,3133378;0,2531204;0,3890753;0,4139876;0,3382239;0,5677538;0,3637242;0,440815;0,4969482;
