b;0;1,006419;1,271597;0,8879122;1,068479;2,068519;1,993578;1,90951;
b;0;0,03664011;0,05641037;0,007228971;0,01558971;0,2836907;0,1390936;0,2367802;
b;0;0,06200606;0,08323061;0,03672385;0,0385375;0,2144966;0,4249444;0,4957924;
b;0;0,004545152;0,003615379;0,005160332;0,3524667;0,3483589;0,5302901;0,6272542;
b;0;0,04683357;0,1240032;0,3488079;0,5453011;0,5403914;0,6688511;0,713531;
b;0;0,02675104;0,04440224;0,09136367;0,3649095;0,3610277;0,5199087;0,5644259;
b;0;0,06678957;0,121906;0,04400194;0,01539314;0,04221845;0,08755589;0,1330366;
b;0;0,01631239;0,05000627;0,08199084;0,07585132;0,1584496;0,136713;0,1196105;
b;0;0,04730245;0,04907525;0,01978505;0,1011387;0,07018352;0,1218116;0,1414223;
b;0;0,01810598;0,02328002;0,03992176;0,04047251;0,0673821;0,1791868;0,1488011;
s;0;0,01798537;0,003421962;0,1514889;0,2313119;0,2603987;0,313736;0,3712115;
s;0;0,01820469;0,04459596;0,1921417;0,2673972;0,2740291;0,392127;0,3980494;
s;0;0,0712378;0,05388415;0,1785083;0,0975939;0,2038357;0,3056734;0,3356333;
s;0;0,02903378;0,02344275;0,2087115;0,08744311;0,1947246;0,1999834;0,234555;
s;0;0,005588114;0,05057281;0,2024666;0,1803025;0,2632011;0,412792;0,4422772;
s;0;0,05530101;0,1739166;0,004333019;0,1220533;0,03943777;0,06546474;0,008645296;
s;0;0,02847093;0,0002652407;0,1266329;0,07635379;0,1864457;0,2292085;0,2620468;
s;0;0,02489567;0,04600573;0,1074724;0,187839;0,2729677;0,4028578;0,4127853;
s;0;0,08020818;0,07197547;0,1309137;0,09175611;0,1483147;0,1945374;0,226289;
s;0;0,0389002;0,0815255;0,003774881;0,06883788;0,1196318;0,1193922;0,1750076;
s;0;0,02498937;0,06886226;0,1350225;0,1119145;0,1419077;0,2657793;0,298173;
