s;0;0,05218381;0,2757787;0,09815609;0,2331282;0,03482747;0,1905079;0,2617171;
s;0;0,05373412;0,09936595;0,007563472;0,06679189;0,06138182;0,06574893;0,1852574;0,3417583;0,367918;0,5038822;0,6798873;0,6729922;0,6502934;0,7204185;0,9437575;
s;0;0,0499984;0,03232747;0,2197815;0,2732511;0,3326969;0,4602003;0,417552;0,4824419;0,4343929;0,4283781;0,3476312;0,5564399;0,6031861;0,6897235;0,3225737;
s;0;0,02723777;0,09595692;0,03014517;0,02002513;0,08780098;0,08468747;0,1064816;0,3915427;0,5674083;0,8344357;0,9668636;0,7819099;0,7831893;0,9740577;1,041075;
s;0;0,0448519;0,0534699;0,3665243;0,2494973;0,2038116;0,1765196;0,1581006;0,1299727;0,1011715;0,3089788;0,3587894;0,3738194;0,2477961;0,3195519;0,3618984;
s;0;0,02231231;0,02722698;0,1820838;0,2329516;0,2557373;0,4047751;0,4103007;0,4978216;0,400568;0,02186084;0,1538572;0,0007820129;0,04898405;0,1211705;0,1651797;
s;0;0,0483236;0,04779607;0,1521155;0,1754904;0,2567921;0,3568482;0,3644593;0,1736095;0,2031991;0,06579542;0,01361084;0,07146311;0,1737199;0,08176851;0,01371813;
s;0;0,002629817;0,04245579;0,1653031;0,2452208;0,2522334;0,4251852;0,4079676;0,5252109;0,6071985;0,5965295;0,6440597;0,8527257;0,9555483;1,019754;0,8789043;
s;0;0,02690774;0,04294598;0,2408066;0,2000172;0,2608826;0,4386222;0,3946953;0,1368754;0,1423419;0,02769423;0,02323914;0,3363161;0,2360063;0,003857613;0,07196665;
s;0;8,490682E-05;0,02192402;0,1838392;0,2591821;0,3433754;0,4161606;0,4475975;0,2923086;0,3242605;0,138952;0,01407099;0,06986809;0,1214218;0,00861454;0,08350372;
b;0;0,08449;0,08264852;0,1428554;0,2703789;0,2914426;0,5853584;0,7091825;0,75283;0,798609;0,886234;0,8923793;0,7816405;1,062601;0,9749651;1,044434;
b;0;0,0939959;0,1748877;0,1716458;0,172502;0,254854;0,2466047;0,1726253;0,2116365;0,3184326;0,1503589;0,1639848;0,4229279;0,3214273;0,4102206;0,3649387;
b;0;0,07400498;0,1308447;0,3553791;0,4312056;0,558897;0,5032034;0,5107126;0,4764299;0,5815272;0,5449209;0,5650532;0,7217102;0,661828;0,7704959;0,7273059;
b;0;0,06926483;0,124953;0,2955344;0,3955767;0,4734111;0,3425548;0,2705007;0,3336947;0,2592375;0,3265746;0,3720639;0,5780778;0,4508104;0,5604925;0,4402604;
b;0;0,04533628;0,07952207;0,1568074;0,2059457;0,3366482;0,04762411;0,07867432;0,1185369;0,02719998;0,1095307;0,06221199;0,1252422;0,07402658;0,1863279;0,143302;
b;0;0,02209511;0,1046458;0,2570699;0,3069704;0,4114338;0,3254917;0,3086388;0,4016683;0,533592;0,6488683;0,4660695;0,6502666;0,4673042;0,5799108;0,5137749;
b;0;0,0738059;0,05354023;0,02038765;0,01806414;0,09693909;0,01632667;0,01988387;0,1062329;0,2089574;0,2750545;0,1408186;0,3749657;0,1671948;0,2524137;0,1542993;
b;0;0,0978044;0,1271396;0,3779387;0,4050587;0,3839597;0,196728;0,2535369;0,3174665;0,2440753;0,2853956;0,2285056;0,3848305;0,3588147;0,2861028;0,2180386;
b;0;0,06798208;0,1481327;0,1946545;0,4969693;0,07000852;0,2636731;0,2824492;0,1891661;0,05742097;0,03256607;0,1277537;0,1833315;0,128056;0,008725643;0,03482866;
b;0;0,0194698;0,02191234;0,02681613;0,05607486;0,0222559;0,139668;0,1413772;0,07404685;0,07824826;0,13907;0,1062713;0,1595702;0,07144928;0,04027653;0,00220871;
